Latitude (decimal degrees): 48.351
Longitude (decimal degrees): 10.164
Elevation (m): 492.0
Irradiance Time Offset (h): 0.1798
month,year
1,2021
2,2011
3,2021
4,2017
5,2012
6,2009
7,2015
8,2014
9,2009
10,2017
11,2007
12,2018
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20210112:1600,1.09,92.05,0.0,-0.0,0.0,305.75,6.55,242.0,94600.0
20210112:1700,1.0,92.05,0.0,-0.0,0.0,306.75,6.21,243.0,94610.0
20210112:1800,1.04,92.05,0.0,-0.0,0.0,297.05,5.93,245.0,94630.0
20210112:1900,1.05,92.05,0.0,-0.0,0.0,302.1,5.52,249.0,94690.0
20210112:2000,1.08,92.05,0.0,-0.0,0.0,310.8,4.97,255.0,94750.0
20210112:2100,1.03,92.05,0.0,-0.0,0.0,310.8,4.28,262.0,94810.0
20210112:2200,0.88,92.05,0.0,-0.0,0.0,306.55,3.66,272.0,94900.0
20210112:2300,0.77,92.05,0.0,-0.0,0.0,310.8,3.24,285.0,94990.0
20210113:0000,0.43,92.0,0.0,-0.0,0.0,298.2,3.17,296.0,95060.0
20210113:0100,-0.14,92.0,0.0,-0.0,0.0,284.6,2.97,296.0,95070.0
20210113:0200,-0.68,91.95,0.0,-0.0,0.0,276.55,2.83,291.0,95120.0
20210113:0300,-0.9,91.95,0.0,-0.0,0.0,280.8,2.83,286.0,95150.0
20210113:0400,-1.12,91.95,0.0,-0.0,0.0,276.35,2.9,283.0,95200.0
20210113:0500,-1.44,91.9,0.0,-0.0,0.0,266.5,2.9,281.0,95220.0
20210113:0600,-1.42,91.9,0.0,-0.0,0.0,283.3,3.17,280.0,95280.0
20210113:0700,-1.73,88.35,0.0,-0.0,0.0,266.3,3.1,270.0,95300.0
20210113:0800,-1.83,88.35,24.0,0.0,24.0,261.05,3.38,267.0,95340.0
20210113:0900,-1.47,88.35,184.0,374.69,95.0,259.1,3.38,265.0,95380.0
20210113:1000,-0.81,78.6,102.0,3.22,101.0,260.1,4.9,271.0,95400.0
20210113:1100,-0.28,72.65,66.0,0.0,66.0,232.05,5.03,271.0,95370.0
20210113:1200,0.17,67.2,164.0,41.94,150.0,256.2,5.17,268.0,95310.0
20210113:1300,0.33,69.95,147.0,67.1,128.0,255.45,4.55,261.0,95270.0
20210113:1400,0.47,69.95,100.0,82.21,84.0,269.0,4.28,253.0,95220.0
20210113:1500,0.01,75.6,31.0,80.91,25.0,246.75,4.28,246.0,95170.0
20210113:1600,-0.88,78.5,0.0,-0.0,0.0,228.55,4.41,245.0,95150.0
20210113:1700,-1.26,75.45,0.0,-0.0,0.0,231.05,4.62,244.0,95100.0
20210113:1800,-1.44,78.45,0.0,-0.0,0.0,223.5,4.76,242.0,95050.0
20210113:1900,0.4,88.5,0.0,-0.0,0.0,271.7,5.1,244.0,94920.0
20210113:2000,1.13,92.05,0.0,-0.0,0.0,311.95,5.31,245.0,94840.0
20210113:2100,1.38,92.05,0.0,-0.0,0.0,314.85,5.38,249.0,94790.0
20210113:2200,1.5,95.65,0.0,-0.0,0.0,316.05,5.24,253.0,94770.0
20210113:2300,1.71,92.1,0.0,-0.0,0.0,318.95,5.03,257.0,94760.0
20210114:0000,1.65,95.65,0.0,-0.0,0.0,320.3,4.62,266.0,94760.0
20210114:0100,1.34,99.4,0.0,-0.0,0.0,318.65,4.07,279.0,94780.0
20210114:0200,0.9,99.35,0.0,-0.0,0.0,314.3,3.86,292.0,94830.0
20210114:0300,0.59,95.65,0.0,-0.0,0.0,312.55,4.07,297.0,94890.0
20210114:0400,0.42,92.0,0.0,-0.0,0.0,310.6,4.21,294.0,94930.0
20210114:0500,0.16,88.5,0.0,-0.0,0.0,308.1,4.21,293.0,94970.0
20210114:0600,-0.11,88.45,0.0,-0.0,0.0,299.4,4.0,295.0,95010.0
20210114:0700,-0.31,88.45,0.0,-0.0,0.0,293.6,3.31,299.0,95080.0
20210114:0800,-0.53,91.95,22.0,0.0,22.0,288.35,2.97,299.0,95140.0
20210114:0900,-0.64,88.45,33.0,0.0,33.0,285.45,2.69,302.0,95200.0
20210114:1000,-0.75,85.05,73.0,0.0,73.0,281.75,2.28,306.0,95250.0
20210114:1100,-0.68,85.05,65.0,0.0,65.0,281.95,2.07,310.0,95280.0
20210114:1200,-0.81,85.05,81.0,0.0,81.0,280.05,1.59,308.0,95250.0
20210114:1300,-0.86,85.05,32.0,0.0,32.0,279.85,1.17,311.0,95270.0
20210114:1400,-1.1,88.4,66.0,5.05,65.0,274.05,0.55,293.0,95230.0
20210114:1500,-1.19,85.0,4.0,0.0,4.0,270.75,0.55,236.0,95240.0
20210114:1600,-1.15,85.0,0.0,-0.0,0.0,270.95,0.48,200.0,95250.0
20210114:1700,-1.84,84.95,0.0,-0.0,0.0,271.9,0.76,105.0,95250.0
20210114:1800,-3.86,91.8,0.0,-0.0,0.0,260.85,1.72,85.0,95230.0
20210114:1900,-5.14,91.7,0.0,-0.0,0.0,246.35,1.93,96.0,95250.0
20210114:2000,-5.25,91.7,0.0,-0.0,0.0,262.6,2.14,94.0,95230.0
20210114:2100,-5.14,91.7,0.0,-0.0,0.0,257.75,2.41,95.0,95190.0
20210114:2200,-4.89,88.1,0.0,-0.0,0.0,251.4,2.62,94.0,95150.0
20210114:2300,-4.42,91.75,0.0,-0.0,0.0,254.65,2.69,89.0,95120.0
20210115:0000,-3.88,84.7,0.0,-0.0,0.0,256.8,2.83,84.0,95100.0
20210115:0100,-3.47,88.2,0.0,-0.0,0.0,261.0,2.97,79.0,95090.0
20210115:0200,-3.4,84.8,0.0,-0.0,0.0,256.05,2.97,76.0,95110.0
20210115:0300,-3.69,84.7,0.0,-0.0,0.0,240.35,2.97,71.0,95130.0
20210115:0400,-3.92,88.15,0.0,-0.0,0.0,239.6,2.9,68.0,95160.0
20210115:0500,-4.28,88.15,0.0,-0.0,0.0,232.6,2.83,64.0,95180.0
20210115:0600,-4.48,91.75,0.0,-0.0,0.0,236.3,2.83,63.0,95220.0
20210115:0700,-4.64,84.6,0.0,-0.0,0.0,216.95,2.62,59.0,95300.0
20210115:0800,-4.92,84.55,30.0,0.0,30.0,207.45,2.55,55.0,95390.0
20210115:0900,-4.45,84.6,73.0,0.0,73.0,204.35,2.62,52.0,95450.0
20210115:1000,-3.22,78.2,73.0,0.0,73.0,205.3,2.9,52.0,95490.0
20210115:1100,-2.03,72.3,113.0,0.0,113.0,204.55,3.17,57.0,95530.0
20210115:1200,-1.35,66.9,138.0,11.77,134.0,213.25,3.03,53.0,95500.0
20210115:1300,-1.03,66.9,143.0,48.33,129.0,227.6,3.03,48.0,95540.0
20210115:1400,-1.12,66.9,93.0,49.67,83.0,223.15,2.83,39.0,95570.0
20210115:1500,-1.69,69.55,42.0,173.04,28.0,233.2,2.28,25.0,95660.0
20210115:1600,-2.82,75.2,0.0,-0.0,0.0,238.6,2.21,7.0,95730.0
20210115:1700,-3.5,81.4,0.0,-0.0,0.0,251.2,2.07,355.0,95820.0
20210115:1800,-4.11,84.65,0.0,-0.0,0.0,253.1,2.0,347.0,95880.0
20210115:1900,-4.09,88.15,0.0,-0.0,0.0,272.65,1.52,323.0,95980.0
20210115:2000,-4.93,91.7,0.0,-0.0,0.0,253.3,1.52,308.0,96000.0
20210115:2100,-4.93,91.7,0.0,-0.0,0.0,268.4,1.38,300.0,96010.0
20210115:2200,-5.42,95.45,0.0,-0.0,0.0,256.05,1.45,294.0,96010.0
20210115:2300,-5.86,95.45,0.0,-0.0,0.0,249.05,1.45,290.0,96030.0
20210116:0000,-6.49,99.4,0.0,-0.0,0.0,247.9,1.59,289.0,96010.0
20210116:0100,-6.35,95.45,0.0,-0.0,0.0,258.85,1.52,288.0,96030.0
20210116:0200,-6.29,95.45,0.0,-0.0,0.0,261.45,1.45,283.0,96020.0
20210116:0300,-6.48,95.45,0.0,-0.0,0.0,261.25,1.52,278.0,96020.0
20210116:0400,-6.31,95.45,0.0,-0.0,0.0,277.1,1.52,271.0,96020.0
20210116:0500,-5.91,91.7,0.0,-0.0,0.0,280.05,1.66,264.0,96000.0
20210116:0600,-6.1,95.45,0.0,-0.0,0.0,263.4,1.72,255.0,96020.0
20210116:0700,-5.87,91.7,0.0,0.0,0.0,266.65,2.07,250.0,96050.0
20210116:0800,-5.57,91.7,45.0,7.36,44.0,257.95,2.14,251.0,96070.0
20210116:0900,-4.69,88.1,79.0,4.09,78.0,265.9,2.28,248.0,96030.0
20210116:1000,-3.65,81.4,92.0,0.0,92.0,263.6,2.69,253.0,96010.0
20210116:1100,-2.87,75.2,146.0,14.22,141.0,252.15,3.1,258.0,95960.0
20210116:1200,-2.64,75.2,95.0,0.0,95.0,247.9,3.24,260.0,95870.0
20210116:1300,-2.4,72.25,77.0,0.0,77.0,258.15,2.97,259.0,95790.0
20210116:1400,-2.52,72.25,35.0,0.0,35.0,236.3,2.83,260.0,95750.0
20210116:1500,-2.94,75.1,44.0,165.88,30.0,231.05,2.48,257.0,95740.0
20210116:1600,-3.98,81.3,0.0,-0.0,0.0,228.15,2.14,244.0,95690.0
20210116:1700,-5.06,84.55,0.0,-0.0,0.0,223.15,2.21,240.0,95680.0
20210116:1800,-5.82,84.5,0.0,-0.0,0.0,230.85,2.14,231.0,95620.0
20210116:1900,-6.4,84.45,0.0,-0.0,0.0,239.4,2.34,228.0,95640.0
20210116:2000,-6.34,84.45,0.0,-0.0,0.0,244.4,2.41,230.0,95590.0
20210116:2100,-6.25,84.45,0.0,-0.0,0.0,247.3,2.34,226.0,95510.0
20210116:2200,-6.1,81.05,0.0,-0.0,0.0,251.4,2.28,227.0,95440.0
20210116:2300,-5.83,81.1,0.0,-0.0,0.0,257.0,2.28,228.0,95380.0
20210117:0000,-5.35,77.9,0.0,-0.0,0.0,261.65,2.41,230.0,95290.0
20210117:0100,-4.97,84.55,0.0,-0.0,0.0,272.8,2.07,230.0,95230.0
20210117:0200,-4.58,84.6,0.0,-0.0,0.0,277.5,2.0,224.0,95160.0
20210117:0300,-4.06,84.65,0.0,-0.0,0.0,287.2,1.93,222.0,95090.0
20210117:0400,-3.6,84.7,0.0,-0.0,0.0,291.85,1.93,228.0,95050.0
20210117:0500,-3.31,84.8,0.0,-0.0,0.0,291.65,1.93,230.0,95040.0
20210117:0600,-3.1,88.25,0.0,-0.0,0.0,291.85,2.07,232.0,95010.0
20210117:0700,-3.2,88.25,0.0,0.0,0.0,291.85,2.41,243.0,95070.0
20210117:0800,-3.08,88.25,45.0,7.24,44.0,283.5,2.14,242.0,95110.0
20210117:0900,-2.65,88.25,73.0,0.0,73.0,284.5,2.14,247.0,95150.0
20210117:1000,-2.02,88.3,83.0,0.0,83.0,285.45,2.55,256.0,95190.0
20210117:1100,-1.56,84.95,117.0,2.82,116.0,291.05,2.34,257.0,95220.0
20210117:1200,-1.16,81.7,75.0,0.0,75.0,296.5,2.69,264.0,95190.0
20210117:1300,-1.09,85.0,68.0,0.0,68.0,297.45,1.93,263.0,95210.0
20210117:1400,-0.98,88.4,38.0,0.0,38.0,298.05,2.07,271.0,95260.0
20210117:1500,-1.0,88.4,49.0,227.35,29.0,297.05,1.72,275.0,95310.0
20210117:1600,-1.17,91.95,0.0,-0.0,0.0,299.0,1.66,275.0,95370.0
20210117:1700,-1.2,91.95,0.0,-0.0,0.0,299.75,1.86,275.0,95460.0
20210117:1800,-1.4,95.6,0.0,-0.0,0.0,288.35,2.0,271.0,95540.0
20210117:1900,-1.33,91.95,0.0,-0.0,0.0,288.75,2.34,268.0,95610.0
20210117:2000,-1.22,91.95,0.0,-0.0,0.0,291.25,2.55,266.0,95650.0
20210117:2100,-1.17,91.95,0.0,-0.0,0.0,286.2,2.69,262.0,95690.0
20210117:2200,-0.81,91.95,0.0,-0.0,0.0,300.15,2.9,262.0,95690.0
20210117:2300,-0.51,91.95,0.0,-0.0,0.0,299.55,3.17,263.0,95750.0
20210118:0000,-0.49,91.95,0.0,-0.0,0.0,288.55,3.24,265.0,95750.0
20210118:0100,-0.87,88.45,0.0,-0.0,0.0,268.9,3.38,264.0,95760.0
20210118:0200,-1.09,91.95,0.0,-0.0,0.0,266.85,3.45,262.0,95780.0
20210118:0300,-1.08,91.95,0.0,-0.0,0.0,277.5,3.59,261.0,95800.0
20210118:0400,-1.02,91.95,0.0,-0.0,0.0,284.5,3.52,260.0,95810.0
20210118:0500,-1.01,91.95,0.0,-0.0,0.0,283.7,3.59,262.0,95820.0
20210118:0600,-0.9,91.95,0.0,-0.0,0.0,289.1,3.66,264.0,95880.0
20210118:0700,-0.84,88.45,0.0,0.0,0.0,271.1,3.52,259.0,95910.0
20210118:0800,-0.55,88.45,56.0,28.48,52.0,278.1,3.59,259.0,95980.0
20210118:0900,0.02,88.45,73.0,0.0,73.0,297.65,3.17,254.0,96020.0
20210118:1000,0.43,81.9,55.0,0.0,55.0,278.3,3.86,255.0,96010.0
20210118:1100,0.77,78.8,82.0,0.0,82.0,282.55,4.69,261.0,96030.0
20210118:1200,0.91,75.75,76.0,0.0,76.0,264.75,4.62,262.0,95950.0
20210118:1300,0.79,75.75,57.0,0.0,57.0,255.25,3.72,257.0,95940.0
20210118:1400,0.8,75.75,31.0,0.0,31.0,280.6,3.66,254.0,95930.0
20210118:1500,0.32,78.75,6.0,0.0,6.0,270.15,3.1,242.0,95900.0
20210118:1600,-0.44,85.05,0.0,-0.0,0.0,257.2,3.17,239.0,95900.0
20210118:1700,-0.92,85.0,0.0,-0.0,0.0,254.3,3.17,240.0,95930.0
20210118:1800,-1.2,85.0,0.0,-0.0,0.0,256.8,3.17,240.0,95940.0
20210118:1900,-1.1,85.0,0.0,-0.0,0.0,256.05,3.72,238.0,95980.0
20210118:2000,-1.18,85.0,0.0,-0.0,0.0,257.6,3.59,238.0,95970.0
20210118:2100,-1.39,88.35,0.0,-0.0,0.0,251.95,3.52,236.0,95950.0
20210118:2200,-1.67,88.35,0.0,-0.0,0.0,246.35,3.52,233.0,95940.0
20210118:2300,-2.14,88.3,0.0,-0.0,0.0,233.0,3.45,230.0,95900.0
20210119:0000,-2.42,88.25,0.0,-0.0,0.0,233.4,3.31,230.0,95840.0
20210119:0100,-2.55,88.25,0.0,-0.0,0.0,236.4,3.24,231.0,95790.0
20210119:0200,-2.75,84.85,0.0,-0.0,0.0,236.65,2.97,234.0,95740.0
20210119:0300,-3.1,84.8,0.0,-0.0,0.0,230.65,2.9,234.0,95730.0
20210119:0400,-3.28,84.8,0.0,-0.0,0.0,235.3,2.9,228.0,95670.0
20210119:0500,-3.42,84.7,0.0,-0.0,0.0,232.2,3.03,224.0,95600.0
20210119:0600,-3.41,84.7,0.0,-0.0,0.0,231.25,3.24,221.0,95510.0
20210119:0700,-3.06,84.8,0.0,0.0,0.0,245.95,3.52,223.0,95510.0
20210119:0800,-2.51,81.5,45.0,7.0,44.0,243.05,3.66,225.0,95440.0
20210119:0900,-1.39,78.45,75.0,0.0,75.0,238.4,3.93,230.0,95390.0
20210119:1000,-0.11,72.65,99.0,0.0,99.0,251.4,3.79,228.0,95330.0
20210119:1100,0.94,67.3,160.0,24.92,151.0,272.3,4.34,225.0,95230.0
20210119:1200,1.83,62.35,64.0,0.0,64.0,277.5,4.76,227.0,95130.0
20210119:1300,2.44,60.05,57.0,0.0,57.0,286.8,5.52,231.0,95030.0
20210119:1400,2.78,57.8,38.0,0.0,38.0,295.7,5.79,238.0,95010.0
20210119:1500,2.74,60.15,9.0,0.0,9.0,310.4,5.45,242.0,95040.0
20210119:1600,2.69,62.6,0.0,-0.0,0.0,316.2,5.1,242.0,95070.0
20210119:1700,2.52,67.6,0.0,-0.0,0.0,317.75,4.76,240.0,95070.0
20210119:1800,2.54,67.6,0.0,-0.0,0.0,311.75,4.48,236.0,95070.0
20210119:1900,2.66,76.1,0.0,-0.0,0.0,323.2,4.41,234.0,95070.0
20210119:2000,2.6,79.0,0.0,-0.0,0.0,310.6,4.21,225.0,95050.0
20210119:2100,2.32,73.1,0.0,-0.0,0.0,291.85,4.07,222.0,95000.0
20210119:2200,2.01,70.2,0.0,-0.0,0.0,275.75,3.93,222.0,94970.0
20210119:2300,1.6,67.4,0.0,-0.0,0.0,261.85,3.72,222.0,94920.0
20210120:0000,1.01,64.65,0.0,-0.0,0.0,240.95,3.52,223.0,94840.0
20210120:0100,0.71,64.65,0.0,-0.0,0.0,241.05,3.45,224.0,94800.0
20210120:0200,0.43,64.55,0.0,-0.0,0.0,239.0,3.31,224.0,94780.0
20210120:0300,0.12,67.1,0.0,-0.0,0.0,239.4,3.24,223.0,94740.0
20210120:0400,-0.19,64.45,0.0,-0.0,0.0,239.2,3.1,219.0,94710.0
20210120:0500,-0.52,67.0,0.0,-0.0,0.0,238.4,3.03,216.0,94680.0
20210120:0600,-0.85,67.0,0.0,-0.0,0.0,239.2,2.97,214.0,94640.0
20210120:0700,-0.57,69.75,0.0,0.0,0.0,247.3,3.1,213.0,94710.0
20210120:0800,0.11,69.85,50.0,13.76,48.0,263.6,2.97,211.0,94690.0
20210120:0900,1.42,67.4,116.0,35.29,107.0,278.5,2.83,209.0,94660.0
20210120:1000,2.94,65.1,83.0,0.0,83.0,281.75,2.55,205.0,94610.0
20210120:1100,3.74,67.8,101.0,0.0,101.0,272.5,2.14,201.0,94520.0
20210120:1200,4.22,67.9,137.0,8.4,134.0,266.5,2.0,199.0,94420.0
20210120:1300,4.36,70.6,79.0,0.0,79.0,262.2,1.93,201.0,94330.0
20210120:1400,3.96,76.15,106.0,59.21,93.0,251.75,1.79,206.0,94300.0
20210120:1500,3.62,73.3,70.0,454.05,25.0,246.75,2.14,210.0,94260.0
20210120:1600,2.58,73.1,0.0,-0.0,0.0,240.55,2.62,208.0,94240.0
20210120:1700,0.8,75.75,0.0,-0.0,0.0,235.9,2.62,204.0,94200.0
20210120:1800,-0.1,75.6,0.0,-0.0,0.0,234.55,2.62,199.0,94190.0
20210120:1900,-0.58,75.55,0.0,-0.0,0.0,240.95,2.55,197.0,94120.0
20210120:2000,-0.79,75.55,0.0,-0.0,0.0,248.85,2.48,198.0,94080.0
20210120:2100,-0.81,72.6,0.0,-0.0,0.0,253.1,2.55,199.0,94050.0
20210120:2200,-1.13,72.5,0.0,-0.0,0.0,245.6,2.62,201.0,94030.0
20210120:2300,-1.74,72.4,0.0,-0.0,0.0,240.95,2.62,204.0,93980.0
20210121:0000,-1.94,75.3,0.0,-0.0,0.0,254.65,2.62,204.0,93930.0
20210121:0100,-0.75,72.6,0.0,-0.0,0.0,292.5,2.62,212.0,93910.0
20210121:0200,-0.61,72.6,0.0,-0.0,0.0,267.65,2.76,219.0,93870.0
20210121:0300,-0.49,69.75,0.0,-0.0,0.0,254.3,3.1,223.0,93870.0
20210121:0400,0.79,67.3,0.0,-0.0,0.0,274.6,3.38,223.0,93880.0
20210121:0500,1.93,64.9,0.0,-0.0,0.0,285.85,3.45,220.0,93890.0
20210121:0600,2.71,62.6,0.0,-0.0,0.0,302.65,3.31,210.0,93870.0
20210121:0700,2.8,65.1,0.0,0.0,0.0,271.1,3.52,209.0,93930.0
20210121:0800,3.22,62.7,85.0,162.16,61.0,263.6,3.45,205.0,93930.0
20210121:0900,4.48,65.3,164.0,182.18,117.0,250.6,3.66,208.0,93910.0
20210121:1000,5.82,60.75,205.0,138.12,159.0,249.25,3.93,210.0,93910.0
20210121:1100,6.85,58.65,123.0,2.72,122.0,252.75,3.72,216.0,93920.0
20210121:1200,7.3,56.55,88.0,0.0,88.0,258.55,3.72,225.0,93890.0
20210121:1300,7.12,61.0,146.0,38.55,134.0,266.3,3.45,235.0,93880.0
20210121:1400,6.41,63.25,98.0,35.81,90.0,270.15,3.24,241.0,93890.0
20210121:1500,4.97,68.0,25.0,0.0,25.0,275.6,2.69,236.0,93860.0
20210121:1600,3.83,70.5,0.0,-0.0,0.0,275.4,2.62,221.0,93830.0
20210121:1700,2.77,70.4,0.0,-0.0,0.0,270.95,2.41,217.0,93810.0
20210121:1800,1.85,75.95,0.0,-0.0,0.0,272.5,2.28,213.0,93800.0
20210121:1900,1.76,78.95,0.0,-0.0,0.0,288.15,2.21,193.0,93760.0
20210121:2000,1.11,81.95,0.0,-0.0,0.0,275.0,2.41,178.0,93660.0
20210121:2100,0.46,81.9,0.0,-0.0,0.0,274.2,2.07,188.0,93590.0
20210121:2200,0.26,81.9,0.0,-0.0,0.0,287.2,2.0,225.0,93550.0
20210121:2300,0.64,81.95,0.0,-0.0,0.0,293.95,2.21,229.0,93560.0
20210122:0000,1.46,78.9,0.0,-0.0,0.0,298.8,2.55,203.0,93490.0
20210122:0100,1.96,75.95,0.0,-0.0,0.0,292.15,3.03,201.0,93430.0
20210122:0200,2.3,73.1,0.0,-0.0,0.0,283.1,3.24,207.0,93410.0
20210122:0300,2.11,75.95,0.0,-0.0,0.0,260.3,3.24,207.0,93370.0
20210122:0400,2.07,75.95,0.0,-0.0,0.0,262.8,3.17,205.0,93350.0
20210122:0500,1.91,75.95,0.0,-0.0,0.0,256.8,3.1,208.0,93310.0
20210122:0600,1.98,75.95,0.0,-0.0,0.0,263.2,3.17,213.0,93300.0
20210122:0700,2.97,76.1,0.0,0.0,0.0,256.8,4.0,198.0,93280.0
20210122:0800,3.73,73.3,87.0,165.84,62.0,254.1,4.07,198.0,93280.0
20210122:0900,5.02,70.7,184.0,268.16,114.0,249.85,3.86,197.0,93240.0
20210122:1000,6.18,70.85,184.0,80.27,157.0,253.5,3.38,196.0,93210.0
20210122:1100,5.87,76.5,242.0,166.83,180.0,263.75,2.28,199.0,93170.0
20210122:1200,7.11,68.4,280.0,326.54,161.0,270.15,1.59,212.0,93090.0
20210122:1300,10.11,57.15,201.0,168.14,148.0,272.85,0.83,233.0,93040.0
20210122:1400,9.24,61.55,138.0,162.73,101.0,283.9,0.97,269.0,93010.0
20210122:1500,6.05,76.5,32.0,9.36,31.0,302.3,1.52,283.0,93050.0
20210122:1600,4.48,79.2,0.0,-0.0,0.0,309.65,1.66,306.0,93030.0
20210122:1700,3.14,82.2,0.0,-0.0,0.0,296.5,1.79,327.0,93010.0
20210122:1800,2.17,85.35,0.0,-0.0,0.0,292.2,2.07,1.0,92980.0
20210122:1900,2.37,85.35,0.0,-0.0,0.0,291.05,2.69,23.0,92870.0
20210122:2000,2.44,88.65,0.0,-0.0,0.0,286.8,2.55,21.0,92830.0
20210122:2100,2.02,92.1,0.0,-0.0,0.0,287.95,2.28,0.0,92820.0
20210122:2200,1.94,95.65,0.0,-0.0,0.0,293.6,2.41,338.0,92810.0
20210122:2300,2.14,99.4,0.0,-0.0,0.0,309.65,2.69,314.0,92900.0
20210123:0000,1.95,99.4,0.0,-0.0,0.0,315.05,3.03,306.0,92930.0
20210123:0100,1.19,99.4,0.0,-0.0,0.0,321.95,3.45,296.0,93000.0
20210123:0200,0.45,95.65,0.0,-0.0,0.0,318.75,4.14,282.0,93100.0
20210123:0300,0.14,92.0,0.0,-0.0,0.0,314.3,5.1,276.0,93250.0
20210123:0400,0.18,92.0,0.0,-0.0,0.0,308.65,4.97,271.0,93350.0
20210123:0500,0.29,92.0,0.0,-0.0,0.0,307.5,4.55,265.0,93430.0
20210123:0600,0.3,92.0,0.0,-0.0,0.0,306.95,4.34,261.0,93510.0
20210123:0700,0.28,92.0,0.0,0.0,0.0,298.8,3.66,251.0,93630.0
20210123:0800,0.19,88.5,63.0,32.55,58.0,288.15,2.76,235.0,93650.0
20210123:0900,0.44,92.0,82.0,0.0,82.0,283.5,2.41,230.0,93630.0
20210123:1000,1.04,88.55,84.0,0.0,84.0,271.7,3.66,236.0,93560.0
20210123:1100,1.6,82.0,189.0,47.96,171.0,268.2,3.45,239.0,93530.0
20210123:1200,2.0,75.95,202.0,76.03,174.0,273.25,3.17,235.0,93410.0
20210123:1300,2.17,73.1,146.0,31.33,136.0,260.5,2.69,220.0,93340.0
20210123:1400,1.8,75.95,93.0,21.61,88.0,274.8,1.79,192.0,93290.0
20210123:1500,1.44,78.9,56.0,126.29,42.0,262.4,1.66,155.0,93220.0
20210123:1600,0.3,81.9,0.0,-0.0,0.0,256.4,2.0,133.0,93170.0
20210123:1700,-0.85,81.75,0.0,-0.0,0.0,245.0,2.14,128.0,93110.0
20210123:1800,-1.85,81.65,0.0,-0.0,0.0,247.3,1.86,145.0,93080.0
20210123:1900,-2.43,91.85,0.0,-0.0,0.0,248.3,2.14,140.0,93080.0
20210123:2000,-2.91,91.8,0.0,-0.0,0.0,245.6,2.21,138.0,93030.0
20210123:2100,-3.74,88.2,0.0,-0.0,0.0,240.15,2.07,149.0,93000.0
20210123:2200,-4.1,88.15,0.0,-0.0,0.0,253.7,2.07,169.0,92970.0
20210123:2300,-3.21,84.8,0.0,-0.0,0.0,274.2,2.48,191.0,92990.0
20210124:0000,-1.21,81.7,0.0,-0.0,0.0,272.65,3.66,213.0,92980.0
20210124:0100,-0.34,81.8,0.0,-0.0,0.0,258.25,5.1,231.0,93040.0
20210124:0200,-0.1,85.1,0.0,-0.0,0.0,252.75,5.38,233.0,93080.0
20210124:0300,-0.05,85.1,0.0,-0.0,0.0,251.75,5.86,238.0,93130.0
20210124:0400,-0.13,81.8,0.0,-0.0,0.0,257.95,5.93,249.0,93210.0
20210124:0500,-0.59,81.75,0.0,-0.0,0.0,257.0,5.66,256.0,93300.0
20210124:0600,-1.19,78.5,0.0,-0.0,0.0,261.05,5.38,253.0,93390.0
20210124:0700,-1.84,75.35,0.0,0.0,0.0,239.6,5.17,257.0,93470.0
20210124:0800,-2.2,72.3,61.0,25.55,57.0,217.5,4.97,255.0,93540.0
20210124:0900,-1.92,72.3,114.0,22.43,108.0,206.3,4.41,251.0,93560.0
20210124:1000,-1.43,69.55,153.0,23.3,145.0,205.3,5.38,251.0,93620.0
20210124:1100,-0.86,64.35,190.0,44.84,173.0,223.5,6.14,254.0,93650.0
20210124:1200,-0.42,64.35,57.0,0.0,57.0,231.65,6.9,258.0,93660.0
20210124:1300,-0.21,61.9,124.0,9.28,121.0,251.2,6.55,258.0,93680.0
20210124:1400,-0.04,61.9,99.0,25.48,93.0,254.3,5.72,256.0,93680.0
20210124:1500,-0.25,64.45,13.0,0.0,13.0,262.2,4.34,250.0,93700.0
20210124:1600,-1.16,69.65,0.0,-0.0,0.0,231.45,3.52,247.0,93720.0
20210124:1700,-2.17,72.3,0.0,-0.0,0.0,218.65,2.97,244.0,93760.0
20210124:1800,-3.02,78.2,0.0,-0.0,0.0,219.65,2.41,234.0,93740.0
20210124:1900,-3.29,78.2,0.0,-0.0,0.0,230.85,2.41,233.0,93780.0
20210124:2000,-4.7,84.6,0.0,-0.0,0.0,216.55,2.14,234.0,93760.0
20210124:2100,-4.93,81.2,0.0,-0.0,0.0,214.4,1.59,225.0,93730.0
20210124:2200,-4.04,78.05,0.0,-0.0,0.0,220.6,1.45,191.0,93690.0
20210124:2300,-3.62,72.05,0.0,-0.0,0.0,236.5,1.45,167.0,93670.0
20210125:0000,-3.97,71.95,0.0,-0.0,0.0,250.4,1.52,151.0,93610.0
20210125:0100,-3.85,66.35,0.0,-0.0,0.0,252.65,1.45,137.0,93570.0
20210125:0200,-4.43,68.95,0.0,-0.0,0.0,254.3,1.59,130.0,93520.0
20210125:0300,-4.16,66.25,0.0,-0.0,0.0,253.3,1.45,138.0,93460.0
20210125:0400,-4.13,66.25,0.0,-0.0,0.0,269.6,1.45,172.0,93470.0
20210125:0500,-4.93,77.9,0.0,-0.0,0.0,278.85,1.72,206.0,93500.0
20210125:0600,-4.71,81.25,0.0,-0.0,0.0,282.75,2.0,214.0,93530.0
20210125:0700,-3.42,81.4,0.0,0.0,0.0,281.6,2.55,209.0,93560.0
20210125:0800,-3.1,78.2,29.0,0.0,29.0,280.8,2.62,215.0,93620.0
